,id,name,first_air_date,overview,popularity,vote_average,vote_count
1537,81292,Messiah,2020-01-01,A wary CIA officer investigates a charismatic man who sparks a spiritual movement and stirs political unrest. Who exactly is he? And what does he want?,356.701,7.252,315
1538,67419,Victoria,2016-08-28,"The story of Queen Victoria, who came to the throne at a time of great economic turbulence and resurgent republicanism – and died 64 years later the head of the largest empire the world had ever seen, having revitalised the throne’s public image and become “grandmother of Europe”.",338.547,7.3,234
1539,51370,Resurrection,2014-05-15,"The people of Arcadia, Missouri are forever changed when their deceased loved ones suddenly start to reappear.",106.337,7.252,272
1540,66786,Timeless,2016-10-03,"A mysterious criminal steals a secret state-of-the-art time machine, intent on destroying America as we know it by changing the past. Our only hope is an unexpected team: a scientist, a soldier and a history professor, who must use the machine's prototype to travel back in time to critical events. While they must make every effort not to affect the past themselves, they must also stay one step ahead of this dangerous fugitive. But can this handpicked team uncover the mystery behind it all and end his destruction before it's too late?",648.792,7.2,648
1541,82816,Lovecraft Country,2020-08-16,"The anthology horror series follows 25-year-old Atticus Freeman, who joins up with his friend Letitia and his Uncle George to embark on a road trip across 1950s Jim Crow America to find his missing father. They must survive and overcome both the racist terrors of white America and the malevolent spirits that could be ripped from a Lovecraft paperback.",228.234,7.2,611
1542,1663,The Six Million Dollar Man,1974-01-18,"Follow the adventures of Steve Austin, cybernetically enhanced astronaut turned secret agent, employed by the OSI, under the command of Oscar Goldman and supervised by the scientist who created his cybernetics, Rudy Wells. Steve uses the superior strength and speed provided by his bionic arm and legs, and the enhanced vision provided by his artificial eye, to fight enemy agents, aliens, mad scientists, and a wide variety of other villains.",265.518,7.247,369
1543,89844,30 Coins (30 Monedas),2020-11-29,"Father Vergara—an exorcist, boxer and ex-convict—lives in a remote village in Spain. Hoping to be lost and forgotten, Vergara’s demons catch up to him.",158.228,7.246,524
1544,4376,JAG,1995-09-23,"Harmon ""Harm"" Rabb Jr. is a former pilot turned lawyer working for the military's JAG (Judge Advocate General) division, the elite legal wing of officers that prosecutes and defends those accused of military-related crimes. He works closely with Lt. Col. Sarah Mackenzie, and together they do what needs to be done to find the truth.",571.318,7.2,311
1545,117030,We Baby Bears,2022-01-01,"Follow Grizz, Panda and Ice Bear – as their younger baby selves – traveling in a magical box to fantastic new worlds searching for a place to call home. Along the way, they meet new friends, learn a few lessons and discover that “home” can mean wherever they are, as long as they’re together.",833.511,7.2,261
1546,19544,Afro Samurai,2007-01-04,"In a futuristic Japan where conflicts are settled by the sword, Afro Samurai must avenge his father's murder by challenging a powerful warrior.",55.867,7.245,235
1547,71116,Castle Rock,2018-07-25,"Based on the stories of Stephen King, the series intertwines characters and themes from the fictional town of Castle Rock.",191.362,7.239,510
1548,82747,Kung Fu Panda: The Paws of Destiny,2018-11-15,"As the Dragon Master, Po has endured his fair share of epic challenges but nothing could prepare him for his greatest one yet-as a Kung Fu teacher to a group of rambunctious kids from Panda Village who have been imbued with a mysterious and powerful chi energy. Together they embark on amazing adventures, battle ferocious villains, and become legends!",48.491,7.242,864
1549,61295,Pokémon Origins,2013-10-02,"Follow Red as he travels  through the Kanto region, encounters Team Rocket, battles his rival, and  challenges the Pokémon League!",40.052,7.239,322
1550,96608,The Stranger,2020-01-30,A web of secrets sends family man Adam Price on a desperate quest to uncover the truth about the people closest to him.,88.416,7.238,390
1551,93811,Into the Night,2020-05-01,"When the sun suddenly starts killing everything in its path, passengers on an overnight flight from Brussels attempt to survive by any means necessary.",59.137,7.236,460
1552,127235,Invasion,2021-10-21,Earth is visited by an alien species that threatens humanity’s existence. Events unfold in real time through the eyes of five ordinary people across the globe as they struggle to make sense of the chaos unraveling around them.,218.008,7.231,874
1553,36250,xxxHOLiC,2006-04-06,"Kimihiro Watanuki is a high school student plagued by ayakashi spirits, both of which are invisible to everyone else but him. The series begins when Watanuki stumbles, seemingly by chance, into a shop that grants wishes. The shop is owned by Yūko Ichihara, a mysterious witch of many names and esoteric renown. For a price, she offers to grant Watanuki's wish to be rid of the spirits. The price, according to Yūko, must be of equal value; so, as payment, he must become Yūko's temporary, part-time cook and housekeeper.",177.782,7.231,780
1554,4606,Garfield and Friends,1988-09-17,"The animated stories of Garfield the cat, Odie the dog, their owner Jon and the trouble they get into. And also Orson the Pig and his adventures on a farm with his fellow farm animals.",1573.984,7.229,327
1555,3319,Darkwing Duck,1991-09-06,"The adventures of superhero Darkwing Duck, aided by his sidekick Launchpad McQuack. In his secret identity of Drake Mallard, he lives in a suburban house with his adopted daughter Gosalyn, next door to the bafflingly dim-witted Muddlefoot family. A spin-off of DuckTales.",345.277,7.229,264
1556,197588,Man Vs Bee,2022-06-24,"A man finds himself at war with a bee while house-sitting a luxurious mansion. Who will win, and what irreparable damage will be done in the process?",104.961,7.231,483
1557,12970,"Two Women, One Road",1993-08-16,"Dos mujeres, un camino is a Mexican telenovela, produced by Televisa, which originally aired from August 2, 1993 to July 1, 1994, on Canal de las Estrellas.",38.479,7.227,282
1558,132559,The Croods: Family Tree,2021-09-23,"Two very different families join forces to create a new community, an us-against-the-world, cave person co-op on the most amazing farm in the history of prehistory!",295.678,7.2,697
1559,129677,Top Secret UFO Projects Declassified,2021-01-19,"Though claims of extraterrestrial encounters have long been dismissed, many believe the existence of UFOs is not just likely, but a certainty.",19.625,7.2,222
1560,2362,The Jetsons,1962-09-23,"Meet George Jetson and his quirky family: wife Jane, son Elroy and daughter Judy. Living in the automated, push-button world of the future hasn't made life any easier for the harried husband and father, who gets into one comical misadventure after another!",353.242,7.222,398
1561,3750,Nip/Tuck,2003-07-22,"Hotshot plastic surgeons Dr. Sean McNamara and Dr. Christian Troy experience full-blown midlife crises as they confront career, family and romance problems.",273.228,7.221,425
1562,92209,Truth Seekers,2020-10-30,"A ghost-hunting duo team up to uncover and film paranormal sightings across the U.K. and share their adventures on an online channel. Their supernatural experiences grow more frequent, terrifying, and even deadly as the pair begin to uncover a conspiracy that could threaten the entire human race.",61.191,7.2,211
1563,69998,"Hugo Chávez, El Comandante",2017-01-31,"The life of Hugo Chavez; from childhood, his arrival to power, confrontations, and loves to his last days as president.",18.672,7.219,483
1564,68467,3%,2016-11-25,"In a future where the elite inhabit an island paradise far from the crowded slums, you get one chance to join the 3% saved from squalor.",141.61,7.219,420
1565,4429,Timon & Pumbaa,1995-09-08,"Set after the events of the ""The Lion King,"" follow Timon and Pumbaa as they go on misadventures in the jungle, as well as across the globe in various.",467.375,7.2,575
